,MHC class II cell,PSC cell,acinar cell,alpha cell,beta cell,co-expression cell,delta cell,ductal cell,endothelial cell,epsilon cell,gamma cell,mast cell,unclassified cell,unclassified endocrine cell
H3,0.015832217,0.08139717,0.02134198,0.2588853,0.3448569,0.04063183,0.048653,0.05153033,0.008244013,0.01266463,0.08832761,0.009246625,0.01079903,0.007589671
