160.402,967.121,553.568,308.618,389.428,640.846,389.545,538.61,874.761,512.819,2898.31,3771.85,1341.45,2955.23,2399.79,405.272,127.591,589.473,676.395,227.36,606.429,74.8821,370.217,624.004,167.913,502.133,366.195,954.17,102.476,482.461,597.651,229.585,360.797,505.193,502.704,844.596,3326.85,1202.03,4384.64,1056.57,551.493,495.288,593.513,594.871,216.378,891.154,957.749,358.817,428.338,965.373,924.491,419.289,451.478,107.683,264.788,281.997,778.158,448.457,982.748,115.955,814.897,444.34,162.678,707.971,183.258,258.994,535.385,1048.17,637.823,494.536
113.263,354.268,180.939,402.763,405.091,316.224,275.465,217.039,164.289,95.0508,296.289,140.405,383.009,217.015,400.872,805.008,2287.86,2444.42,1406.05,619.678,860.373,90.2216,526.852,260.555,203.379,90.9373,182.399,181.489,584.265,405.603,415.023,163.275,370.625,782.22,663.892,54.2607,62.5832,205.429,240.962,308.018,541.204,235.306,259.746,371.932,57.2278,331.876,203.457,598.614,213.014,594.767,476.649,624.007,97.4279,725.984,325.11,370.803,313.502,660.137,299.676,466.714,470.644,428.299,150.463,314.136,409.087,159.663,67.8086,187.007,204.789,764.582
234.225,189.72,281.553,404.132,297.954,235.15,302.059,48.174,170.096,260.881,255.062,423.424,96.9707,111.888,264.465,553.569,83.3739,293.202,540.458,480.208,140.265,402.582,209.658,299.836,160.318,253.203,288.178,416.033,366.864,125.392,516.812,799.614,747.908,522.485,589.14,133.986,395.022,154.768,117.824,90.9799,214.982,251.18,44.282,288.471,314.621,246.142,313.659,212.488,77.202,329.81,1194.87,1040.02,1112.62,1330.41,725.666,348.053,196.041,135.822,228.349,320.652,146.822,348.704,242.222,256.755,77.0708,246.528,146.672,220.269,39.9611,107.217
76.2122,196.972,99.0518,239.726,183.297,196.758,141.627,164.404,42.9595,27.0693,61.6113,173.186,69.6109,265.85,241.415,626.94,604.646,498.493,156.606,531.788,249.913,126.923,423.414,330.757,210.151,363.958,389.228,217.912,443.286,142.442,559.785,245.185,174.567,575.138,533.474,203.446,181.466,96.4335,59.4849,62.5645,159.072,272.508,192.541,137.906,89.2585,176.847,251.271,92.8608,266.424,87.8537,806.369,1142.66,853.028,551.893,540.916,272.851,121.126,144.5,175.797,171.64,270.348,68.4057,75.699,278.465,51.3632,154.673,97.1097,187.053,260.547,272.263
203.316,193.04,72.2361,157.584,69.7233,174.781,65.8543,168.099,89.4587,178.578,185.718,76.1159,74.3196,176.085,131.71,308.252,270.697,301.969,428.125,564.266,56.3535,159.294,265.552,383.36,447.908,338.561,347.354,353.078,216.485,362.46,202.157,446.308,58.5574,352.056,229.623,85.8872,105.34,151.578,116.03,33.9076,214.28,211.053,94.6695,173.053,92.7453,237.867,54.7157,140.023,194.941,203.699,478.29,246.966,343.052,754.566,565.656,220.49,159.155,259.692,169.436,200.621,120.422,197.015,88.1446,124.578,94.7366,178.697,156.805,201.946,146.689,175.215
348.597,210.158,245.557,428.156,255.417,237.19,296.346,157.391,289.495,190.951,116.482,180.023,250.248,303.277,230.608,851.262,245.36,456.736,601.183,721.147,311.216,610.613,311.724,610.687,301.584,94.4894,580.368,432.92,388.132,355.138,305.984,296.532,467.136,661.142,899.092,125.212,156.096,219.684,263.913,358.027,330.997,289.663,159.703,234.82,73.8944,66.3323,169.318,325.785,394.047,254.262,1064.18,1702.75,1736.26,695.254,1065.93,205.367,348.659,391.234,332.878,105.805,326.32,262.358,188.751,484.954,444.445,126.607,453.071,431.071,407.323,76.6891
132.102,280.892,76.0095,235.025,198.957,327.119,104.432,146.339,230.237,261.555,123.968,340.134,316.301,327.123,59.6468,1544.32,1134.27,940.387,570.814,668.717,135.805,533.81,474.106,366.752,604.27,536.923,504.793,122.465,507.272,403.831,159.132,203.96,752.677,381.534,597.941,328.927,116.222,324.262,73.5217,65.8964,406.219,108.775,153.293,288.103,88.4533,216.554,321.653,245.358,351.568,541.481,772.33,106.198,403.285,595.637,530.66,84.5217,181.606,192.003,180.27,442.058,432.851,349.857,463.939,499.509,158.44,74.9784,98.4009,224.591,345.212,223.75
268.685,188.374,233.951,269.516,418.186,357.882,159.563,291.496,300.458,180.869,57.4052,152.199,238.333,193.243,202.134,862.575,223.756,667.937,365.732,515.951,156.148,528.036,235.4,309.837,959.883,577.692,317.431,405.43,410.009,402.035,551.603,688.92,716.593,273.834,331.755,172.672,225.385,150.478,170.881,353.837,390.776,249.28,331.112,237.568,287.254,220.957,465.437,373.711,536.816,235.063,2253.71,627.852,1680.78,1606.7,1556.21,145.411,137.457,338.943,409.32,60.8272,340.395,179.765,279.542,268.771,190.205,503.66,367.907,120.191,273.398,245.869
149.893,238.54,207.155,134.491,121.609,228.055,136.955,194.24,104.071,52.4132,132.691,281.796,284.392,291.483,147.591,757.996,1165.74,457.098,930.28,969.4,239.5,117.15,189.148,115.387,448.114,418.973,73.3292,320.27,317.877,153.385,127.224,256.779,426.255,345.122,489.287,292.347,122.512,73.2613,230.2,267.932,144.145,205.188,57.0725,143.579,205.467,378.181,124.743,73.0393,355.259,342.037,132.147,480.167,314.948,199.989,461.147,254.733,137.65,122.155,43.0411,185.445,55.5314,251.647,288.436,273.832,81.8224,232.382,89.5045,94.8715,93.707,282.188
666.223,555.622,535.962,623.936,221.938,54.1501,228.269,126.138,238.105,151.899,498.986,269.024,410.669,238.748,452.959,1066.81,773.202,1252.77,152.691,848.734,833.346,992.171,778.689,550.683,417.794,169.152,991.257,924.492,316.848,506.763,3009.38,828.069,1849.75,2478.02,1999.03,475.602,413.868,447.214,447.575,399.524,367.621,210.529,262.022,574.413,445.5,685.551,508.937,344.345,482.648,580.207,363.593,1154.48,1273.57,663.5,1274.66,109.042,532.277,409.07,301.236,95.9073,351.873,343.681,384.177,608.931,655.126,773.978,221.103,758.453,229.468,451.031
227.85,132.413,400.086,72.0576,316.362,291.292,253.503,96.8425,79.9862,37.6435,200.733,120.617,288.137,136.221,408.009,788.535,734.383,357.657,324.65,277.21,453.399,632.042,635.159,234.488,359.829,480.377,298.842,427.482,383.258,335.332,445.928,589.952,604.405,709.445,547.172,284.788,64.046,261.683,169.43,213.028,113.499,210.487,70.3725,206.363,303.943,437.03,473.187,56.752,425.539,413.248,1144.14,1377.01,1476.53,1002.89,822.383,49.6435,353.736,252.631,357.235,432.742,276.024,57.1765,408.933,390.273,218.157,83.5896,251.406,87.966,60.6382,392.205
92.046,418.168,339.627,257.129,293.078,95.9223,247.933,178.324,131.426,47.931,261.002,157.565,142.846,234.36,332.597,893.572,469.307,1409.94,1733.8,640.651,510.045,258.341,458.884,543.112,197.274,156.554,192.585,233.105,275.61,180.284,254.693,219.102,508.605,187.061,391.745,185.84,298.793,341.973,293.205,234.932,144.145,378.215,179.091,140.671,257.297,485.011,198.479,381.146,462.642,254.8,81.0194,699.423,498.806,443.276,524.993,178.76,191.551,400.195,320.117,312.362,453.056,238.56,423.527,233.449,202.008,422.398,201.023,452.392,369.768,93.8498
