1,1,0.0383462,0.058838,0.0756633,0.0630188,0.0282922,0.294781,0.945601,0.383744,0.855815,0.62163,0.943059,1.80283,0.250296,1.707,2.05868,0.714237,0.63395,0.470327,0.265067,0.560423,0.0450153,0.244996,0.0499737,0.0266602,0.16967,0.146997,0.0949038,0.0471883,0.014889,0.122931,0.0941006,0.126573,0.0709914,0.132684,0.0575432,4.64325,4.32076,0.292317,0.536044,2.66147,0.0926642,0.029786,0.196145,0.0668775,0.102069,0.028781,0.0584408,0.0250492,0.0507386,0.0634035,0.139958,0.188102,0.200258,0.0198337,0.164638,0.0584548,0.0658543,0.0573059,0.0394441,0.0733501,0.0503214,0.0795667,0.0537967,0.0240788,0.0413562,0.0290028,0.0175137,0.0608336,0.0290117,0.0365654
1,2,0.010027,0.0110773,0.00786626,0.00768658,0.0129778,0.203654,0.131441,0.10118,0.0823007,0.121777,0.203809,0.238778,0.432747,0.394798,0.367635,0.00240977,0.00164424,0.00117733,0.00138088,0.00153537,3.15828,1.05594,1.22174,2.31994,4.60404,0.107686,0.181071,0.0522724,0.194811,0.183472,0.595287,0.476834,0.755755,0.784851,0.856849,0.221032,0.0588459,0.0611731,0.016602,0.146235,0.0117945,0.0180458,0.0170987,0.00991594,0.00845264,0.0134985,0.0099875,0.015039,0.0157653,0.0108074,0.00321381,0.00295898,0.002681,0.00263074,0.00524284,0.0153979,0.0150033,0.0149159,0.0148834,0.00906379,0.0121192,0.00778778,0.0145287,0.0111627,0.0174791,0.0169784,0.019547,0.0165943,0.0157957,0.0209115
1,3,0.0661349,0.0367094,0.0399603,0.0294645,0.0650965,0.0515749,0.0952396,0.0946757,0.0970862,0.252089,1.24908,0.373234,0.660565,0.848739,1.14847,1.19415,1.4442,1.1764,1.74012,0.0492412,0.497069,0.0796658,0.697535,0.444281,0.725125,0.108675,0.137699,0.0718784,0.160082,0.0769265,0.12288,0.0599479,0.175343,0.199227,0.102293,0.710654,1.81734,1.23525,0.591786,2.74017,0.0459636,0.0300096,0.0204169,0.038753,0.0161596,0.0702976,0.021625,0.0591199,0.0670954,0.0513827,0.299082,0.299865,0.287191,0.286926,0.363829,0.0306349,0.045457,0.0369477,0.0484537,0.0487726,0.0331118,0.0323516,0.0187644,0.0492297,0.0285712,0.0444674,0.0694426,0.0298751,0.0696168,0.0620163
1,4,0.0102243,0.00757033,0.00994837,0.0140244,0.0092749,0.0910248,0.0309332,0.0694919,0.0546103,0.0486645,0.0949105,0.390624,0.270086,0.515414,0.375409,0.0798905,0.0285919,0.0405216,0.0370451,0.0225347,0.0243978,0.0454532,0.0420246,0.0186909,0.0433218,0.0128934,0.0186624,0.0170095,0.012357,0.00993219,0.0225952,0.0370254,0.0327958,0.0175999,0.025222,0.384675,0.908795,0.516203,0.589408,0.859064,0.0103836,0.0111072,0.00867248,0.0101514,0.0116913,0.0144744,0.0141168,0.0151143,0.00812526,0.00936959,0.0103797,0.0063428,0.0107834,0.0166318,0.00933797,0.00790875,0.00826018,0.00759011,0.014459,0.0121346,0.013241,0.00955139,0.0118349,0.0155308,0.0090448,0.011432,0.00946326,0.0119127,0.0104626,0.00976025
1,5,0.00795113,0.00647192,0.00883588,0.00981157,0.00613767,0.0211054,0.0336624,0.0557812,0.0357897,0.0280199,0.181988,0.0753325,0.164722,0.0279041,0.123424,0.00406574,0.00646866,0.00589733,0.00506192,0.0058785,0.00214033,0.00303095,0.00190748,0.00425728,0.00237341,0.0247672,0.0273245,0.0356478,0.025784,0.0203803,0.00266465,0.0028837,0.00254599,0.00322421,0.00273168,1.37151,0.123908,1.61371,1.00928,1.24186,0.00539191,0.00846482,0.00952745,0.00661818,0.00593966,0.00636769,0.00940287,0.00868141,0.009001,0.00956957,0.0224397,0.0167016,0.0374634,0.0242581,0.0160282,0.00736878,0.00841858,0.00840598,0.00796186,0.0072875,0.011038,0.0105586,0.00802983,0.0109924,0.0114294,0.00598133,0.00723103,0.00752164,0.00826219,0.0103607
1,6,0.00517208,0.0054504,0.00488436,0.00516331,0.00449642,0.0162739,0.0186406,0.0173545,0.0284454,0.028304,0.00715197,0.00634451,0.0061774,0.0136306,0.0277847,0.000666754,0.000683885,0.000675117,0.000666989,0.000574072,0.000627152,0.000662439,0.00074186,0.000728145,0.000607171,0.00199281,0.00201971,0.00231117,0.00204024,0.00207168,0.00163145,0.0015082,0.00143444,0.00158217,0.00180959,2.45226,0.717106,0.743074,1.8227,1.72793,0.00312657,0.00441699,0.00418791,0.00424281,0.00437446,0.00518445,0.00386678,0.00398186,0.00412196,0.00434094,0.00165109,0.00119703,0.00126814,0.00127935,0.0014211,0.00583079,0.00459748,0.00473473,0.00619395,0.00568484,0.00653054,0.00550602,0.0048376,0.00681544,0.00461344,0.00383817,0.00610181,0.00505118,0.00456916,0.00542896
1,7,0.0132344,0.025008,0.00956124,0.0072869,0.0210869,0.00870729,0.00476742,0.00699013,0.00863563,0.00635025,0.0060336,0.00222047,0.0046969,0.00412939,0.00307083,0.0179869,0.0151843,0.0372388,0.0137839,0.0417153,0.157952,0.340128,0.142308,0.277791,0.387972,0.0312752,0.0403379,0.0307126,0.031174,0.047105,0.0731853,0.0789751,0.0557598,0.0365791,0.0559966,0.00158598,0.00105119,0.0014642,0.00166687,0.00184742,0.00371203,0.00496,0.0045882,0.00459934,0.00459843,0.00458882,0.00536276,0.00560343,0.00659448,0.00487236,0.0557788,0.0441421,0.13051,0.0706447,0.0573263,0.00600022,0.00559825,0.00638687,0.00512436,0.00562106,0.00420891,0.00586841,0.00485592,0.00522034,0.00621846,0.00992286,0.0147536,0.00549203,0.00842325,0.0128284
1,8,0.0558388,0.0646097,0.0751843,0.0555993,0.0543175,0.173537,0.121529,0.121886,0.0357739,0.0590658,0.536732,0.172924,1.34902,0.702583,0.290615,1.30501,1.8001,0.856082,3.22303,3.2542,0.623624,0.145288,0.420141,0.489348,0.644221,0.221013,0.084314,0.138246,0.131442,0.185538,0.417207,0.210212,0.232985,0.678952,0.366875,1.10424,1.88425,0.138831,1.72387,2.05641,0.0704594,0.0795798,0.124008,0.0918545,0.0676268,0.103174,0.053251,0.0404211,0.111443,0.0792789,0.42193,0.538478,0.521092,0.692712,0.392465,0.0238651,0.0150086,0.0542438,0.0734359,0.0734376,0.0679298,0.0174664,0.059684,0.04855,0.0611738,0.0196626,0.0766448,0.0667205,0.0718467,0.0448182
1,9,0.00851164,0.0100171,0.0229881,0.0103289,0.0137849,0.0282715,0.0304496,0.0872959,0.0409707,0.0664722,0.00768677,0.0246141,0.00789168,0.00956707,0.0136642,0.130501,0.128683,0.148428,0.225038,0.486374,0.229411,0.0798568,0.0511149,0.0789186,0.0954263,0.24058,0.110083,0.131786,0.045698,0.257023,0.730421,1.17291,0.600583,2.40923,0.978235,0.592122,0.503852,0.833881,0.646711,0.219701,0.0113764,0.0127468,0.0153184,0.0185574,0.016329,0.0351296,0.0282087,0.0466283,0.0282847,0.0382866,0.0545612,0.0243942,0.0443806,0.0531931,0.0443384,0.0229595,0.0260765,0.0172594,0.0235877,0.0116535,0.016694,0.0281402,0.0192073,0.0128782,0.0265689,0.057362,0.0484373,0.0197298,0.0350415,0.039667
1,10,0.000922081,0.000843446,0.000666863,0.00117201,0.000784712,0.0136493,0.0235466,0.00528884,0.00746187,0.00699868,0.000575019,0.000779935,0.000586027,0.00231301,0.00214763,0.00282115,0.00213638,0.0017559,0.00205975,0.00133667,0.000495812,0.00125421,0.00169434,0.00233839,0.000737119,0.000635685,0.000465413,0.000439758,0.000472907,0.000532251,0.00435077,0.00366613,0.0017512,0.00162561,0.00261312,0.00093456,0.000782894,0.00067893,0.000312819,0.0010584,0.232094,0.0808824,0.124986,0.126875,0.196036,0.00131583,0.000767468,0.00110185,0.000798357,0.000695211,0.000306634,0.000341772,0.000270769,0.000340555,0.00042691,0.000844633,0.000713839,0.000933562,0.000952819,0.000747252,0.000937649,0.000927465,0.00117874,0.00097155,0.00109108,0.0011508,0.00120759,0.00109851,0.00130473,0.0012116
