,MHC class II cell,PSC cell,acinar cell,alpha cell,beta cell,co-expression cell,delta cell,ductal cell,endothelial cell,epsilon cell,gamma cell,mast cell,unclassified cell,unclassified endocrine cell
D1,0.008152827,0.05358391,0.03059308,0.2231779,0.3330938,0.04235471,0.06516474,0.06635725,0.007739457,0.0109015,0.1366276099999999,0.006589048,0.008615069,0.007048666
