,MHC class II cell,PSC cell,acinar cell,alpha cell,beta cell,co-expression cell,delta cell,ductal cell,endothelial cell,epsilon cell,gamma cell,mast cell,unclassified cell,unclassified endocrine cell
D3,0.010395968,0.10198828,0.04585232,0.2301411,0.16694639,0.03279403,0.04082463,0.2628276,0.0064076889999999,0.0114589399999999,0.0637252899999999,0.0076574799999999,0.01026217,0.008718326
