,MHC class II cell,PSC cell,acinar cell,alpha cell,beta cell,co-expression cell,delta cell,ductal cell,endothelial cell,epsilon cell,gamma cell,mast cell,unclassified cell,unclassified endocrine cell
H2,0.00800953,0.0151311,0.156138,0.0436327,0.328022,0.0673733,0.0746888,0.117406,0.0122473,0.0307636,0.0432071,0.0294025,0.0348286,0.0391493
