1,1,1.5156,31.4289,44.7922,13.9817,1.24134,1.31173,4.13021,92.4039,12.8772,2.7258,2.82534,2.4214,0.43272,1.18068
1,2,0.15466,11.7049,5.23627,0.00743435,86.3125,8.41747,22.4331,6.42823,0.234929,0.0340549,0.00816947,0.442359,0.353688,0.247665
1,3,0.185425,10.8161,23.7008,82.2441,25.9161,9.50218,5.62143,83.9671,2.87133,0.269856,4.42995,1.74356,2.06046,0.191517
1,4,0.356663,4.03402,7.73195,1.54168,3.52073,0.0901878,0.822754,33.5247,0.0944647,0.600334,0.576563,0.047349,0.4521,0.365205
1,5,0.29554,2.69057,1.96738,0.197841,0.0597234,1.74283,0.00710883,48.0481,0.515171,0.262667,0.279622,0.312411,0.109491,0.208329
1,6,0.0361083,2.05107,0.697827,0.0004954,0.000315629,0.00608011,0.0014995,59.5047,0.00786902,0.0247728,0.000279605,0.0379795,0.10156,0.0384907
1,7,1.10661,0.00142365,0.00120474,0.18553,7.90542,1.37838,8.11825,0.00707382,0.0370943,0.108789,10.0164,0.103187,0.202898,0.235964
1,8,4.61372,5.4133,27.3968,102.637,15.5592,7.68049,29.2571,63.3803,3.51067,1.85418,1.85422,3.29203,1.70684,4.30232
1,9,0.677721,2.30076,0.0906752,8.46193,2.25975,5.56779,64.7218,22.1715,0.118621,0.639674,0.290395,0.129051,1.20618,2.65502
1,10,0.002548,0.475415,0.0144506,0.00450066,0.00513204,0.00112273,0.211609,0.00299125,5.62584,0.00143789,0.000442292,0.00386084,0.332712,0.00255571
1,11,3.93201,3.46734,0.19027,0.0306004,0.135051,0.100167,0.0950622,1.59027,9.3806,0.0801478,3.55901,0.0370947,0.0465555,0.0302557
1,12,0.0269279,0.110957,0.00104721,0.0143974,1.9743,0.0822695,13.9551,0.043238,0.0114615,0.015186,0.0549999,0.0261689,0.0287593,0.0126978
1,13,3.3466,25.5897,46.0025,0.0839664,0.0156752,0.296631,0.0751423,152.27,0.239,0.472616,0.161618,0.848251,1.06571,0.258925
1,14,3.18989,0.00298658,3.52988,15.06,0.00819032,0.0498404,1.57364,0.260674,1.00534,0.16538,0.524408,0.17443,0.293543,0.12438
1,15,0.202229,1.63035,0.594364,2.20227,21.0243,4.33141,2.59436,0.288315,0.0676289,0.146788,20.7044,0.0586,1.49288,0.441685
1,16,0.0520281,0.001297,0.00285423,2.26223,0.00219098,0.713796,0.00330465,1.21581,0.0137721,0.0253237,0.835065,0.176775,0.0285846,0.0215723
1,17,1.92029,19.0915,3.16546,40.2666,6.14809,1.43934,2.61504,84.4804,3.26345,1.0033,28.9354,3.07582,6.4508,5.08365
1,18,0.0100531,12.0436,0.00101691,0.0400669,0.151074,0.00136942,0.00170001,2.20924,0.0203064,0.0313981,0.029238,0.031207,0.0327184,0.0178187
1,19,4.71961,15.5816,27.4928,106.688,28.691,9.1902,1.94266,25.2267,3.48018,0.994202,22.1814,7.62603,2.08281,1.61665
1,20,0.250106,0.546118,24.3476,60.6078,17.3889,0.852161,7.88702,49.5304,0.451053,2.59799,17.9122,3.1434,4.11062,3.46416
1,21,2.09069,2.8567,0.00064617,0.415754,0.0237794,0.00383192,0.000678849,0.192914,0.00364747,0.0096365,0.000724051,0.0127192,0.0125474,0.0094952
1,22,0.317384,0.00123431,0.0020894,31.1835,0.67723,2.03337,0.299145,0.00338615,0.0149616,0.0631149,0.195288,0.321788,0.130294,0.859002
1,23,2.34371,13.6822,14.6501,31.9537,9.86666,3.01694,0.218962,86.7442,1.24568,2.11388,11.2624,2.61815,0.385714,2.15313
1,24,0.52716,10.5465,0.0458696,4.47395,2.14572,4.86727,0.0419936,0.710024,0.0723659,0.116694,2.53098,0.369791,0.286791,0.437487
1,25,0.020901,0.209709,0.00156765,1.49536,0.0457899,0.0107392,0.074567,0.013288,2.45797,0.0144393,0.0621679,0.0463705,0.110355,0.0116146
1,26,0.0580777,0.00538042,0.00228777,0.187219,0.00114865,0.00698358,0.212584,25.2607,0.0305359,0.0778624,4.28011,0.125156,0.0989413,0.0701011
1,27,0.195029,0.0833317,0.625452,9.5501,0.0620156,0.033665,0.526206,15.2463,2.60144,0.177462,0.145416,0.0896879,0.0556832,0.0276471
1,28,1.14241,0.0390866,1.05468,0.0852877,0.0218812,0.0087882,0.00180069,16.6943,0.0123643,0.0316012,0.0347785,0.0626226,0.0276371,0.0193639
1,29,1.54094,3.58408,7.72906,132.721,12.4567,5.406,7.39159,21.4534,3.66398,1.15718,49.8457,2.11961,3.0407,4.57632
1,30,1.6183,2.26206,29.8984,17.0742,13.8203,7.37574,7.18475,55.5566,7.42305,1.38005,25.0255,3.77972,1.56893,4.87671
1,31,0.0905115,0.00444496,0.0105143,0.594779,106.774,5.12468,16.4477,0.00863803,0.253624,0.165413,23.017,0.16978,0.917014,0.429497
1,32,1.20073,0.000454165,0.151408,0.00769136,0.0167665,0.00242603,0.000519996,0.236573,0.00210163,0.00336779,0.000205786,0.00494973,0.0019968,0.00207219
1,33,2.37966,5.73756,6.12901,10.6664,1.98054,0.0189917,0.14033,6.0061,0.0220118,0.0548725,0.50935,0.158984,0.161817,0.287807
1,34,3.53112,14.0391,11.1143,33.3745,21.3891,2.86452,9.28791,27.5422,5.65275,1.41076,19.7402,1.59571,2.8532,4.3153
1,35,1.85228,0.000399192,0.000307796,2.75255e-05,7.61621e-05,0.000488002,0.000297146,0.286003,0.000657683,0.000690225,0.0261727,0.792637,0.0018753,0.00435539
1,36,0.0161234,0.000638797,0.125132,1.58374,0.603941,0.0205028,0.00135074,0.0290428,1.09799,0.0246993,0.151638,0.0201618,0.0654509,0.078381
1,37,1.98104,14.5705,29.5128,29.5078,4.7344,7.05751,1.34615,58.5774,10.8324,3.56433,10.5541,7.24617,1.83057,2.80942
1,38,0.0165069,0.000633479,0.617304,0.442661,0.0518118,0.00276415,0.000995113,0.000124158,0.00292468,0.00453801,0.000393188,0.0362914,0.00995983,1.23549
