1,1,0.000339272,0.00138402,0.00179567,0.000156786,4.15946e-05,0.000176559,0.000263902,0.00113652,0.00215064,0.000729632,0.000106501,0.000658835,0.000126559,0.000310377
1,2,3.66181e-05,0.00051572,0.00021027,1.95363e-07,0.00286936,0.00112576,0.00143055,7.91783e-05,4.08741e-05,1.17493e-05,6.82482e-07,0.000122575,0.000103966,6.71659e-05
1,3,4.34598e-05,0.000476591,0.000950327,0.000921709,0.000861782,0.00127066,0.000358954,0.00103276,0.00048084,7.46369e-05,0.000166773,0.000475161,0.000591875,5.25298e-05
1,4,8.15407e-05,0.000178028,0.000310297,1.73876e-05,0.000117361,1.33833e-05,5.30808e-05,0.000412414,1.74332e-05,0.000162775,2.20325e-05,1.55398e-05,0.000132099,9.78051e-05
1,5,6.79478e-05,0.000118886,7.92535e-05,2.32899e-06,2.3176e-06,0.000234147,1.09054e-06,0.000591025,8.76411e-05,7.27196e-05,1.08788e-05,8.73635e-05,3.41586e-05,5.69121e-05
1,6,1.02539e-05,9.07331e-05,2.83697e-05,1.17608e-07,3.42891e-07,2.14801e-06,7.32992e-07,0.000731921,2.982e-06,9.27382e-06,3.86122e-07,1.3001e-05,3.18913e-05,1.26401e-05
1,7,0.00024832,5.02897e-07,4.49085e-07,2.19104e-06,0.000263108,0.000185463,0.000518104,2.09976e-07,7.85915e-06,3.16808e-05,0.000376611,3.06702e-05,6.08604e-05,6.41159e-05
1,8,0.00102825,0.000238747,0.00109846,0.00115022,0.000517521,0.00102731,0.00186552,0.000779583,0.000587534,0.000497172,7.00238e-05,0.000894749,0.000490787,0.0011241
1,9,0.00015294,0.000101725,4.03506e-06,9.49333e-05,7.54466e-05,0.000745093,0.00412608,0.000272791,2.14645e-05,0.000173266,1.12834e-05,3.76785e-05,0.000347664,0.000694693
1,10,2.7905e-06,2.13691e-05,9.7998e-07,1.62489e-07,5.02989e-07,1.4858e-06,1.41257e-05,1.59768e-07,0.000940516,3.05045e-06,3.92233e-07,3.75587e-06,9.79699e-05,3.27292e-06
