1801.05,1201.94,18825.4,892.325,931.835,445.457,579.377,18496.5,1213.16,3656.54,581.121,788.661,2916.97,1775.67
1545.13,177.656,215.125,10476.1,1112.94,2334.18,2572.8,189.494,756.657,1005.95,3205.46,903.762,1813.68,2792.07
244.218,139.091,902.966,1197.55,1664.91,775.133,4126.12,274.967,773.41,1427.98,7619.68,1838.74,737.839,1292.4
1050.6,170.674,167.625,1315.66,507.539,713.35,2488.39,262.993,648.16,1262.66,6307.02,883.226,1155.21,1477.9
799.56,352.691,321.184,962.847,798.344,1331.56,1684.36,81.0523,689.001,619.076,4460.62,1212.48,377.851,1410.37
671.908,285.81,1090.29,1500.92,1252.38,2988,2656.93,191.805,798.813,837.228,11989.9,1042.03,1797.32,410.657
893.861,349.452,643.694,6973.14,2012.01,2101.84,1926.76,574.962,1358.58,2924.43,1049.93,1247.01,862.372,1375.95
1024.11,212.34,578.835,2127.22,2675.74,2061.06,1017.11,292.642,1437.92,2373.61,10977.3,1599.69,1217.78,1405.62
968.656,128.116,512.276,5018.82,1014.84,1992.38,280.954,554.858,843.024,1263.67,1622.32,852.707,1488.33,1573.03
985.368,816.521,487.904,2969.01,3691.27,3930.24,16755.5,821.335,523.881,2420.43,3511.58,639.037,3603.93,2457.02
1453.14,346.039,1211.78,1160.27,999.751,1286.91,1519.66,834.894,602.319,840.713,9664.03,1637.91,1742.65,2579.93
837.322,335.125,797.827,8395.97,919.724,1102.63,1354.61,433.05,1293.93,2584.64,1546.01,1437.64,1523.34,1359.18
2057.78,406.538,235.74,13136,561.272,1928.8,1555.49,515.793,827.544,2446.64,1103.74,1376,3251.15,643.538
2222.27,388.646,668.367,8958.23,601.683,3523.94,1296.93,313.325,474.305,3195.08,3400.76,3378.4,2034.86,1248.22
394.633,196.581,449.482,1109.58,1714.03,1492.9,1908.72,369.382,209.859,643.059,4271.84,1280,386.072,354.863
745.827,320.303,143.661,7673.97,386.985,2563.43,562.746,140.8,267.178,690.944,1546.23,1136.14,637.734,1053.05
2092.65,175.278,2321.61,787.223,2336.01,484.128,3698.1,1466.33,1960.09,3644.01,8736.16,1882.21,628.617,933.588
1247.24,520.979,485.729,4724.71,689.248,1803.92,1466.32,403.047,847.705,1495.72,1030.07,1430.91,1989.7,1750.7
1591.82,740.464,1148.74,10205.1,1122.64,619.211,1485.21,748.132,1837.57,1458.03,542.758,2481.55,1286.34,786.395
977.249,538.954,766.497,3267.67,1304.5,1744.61,704.319,693.021,1120.68,2893.53,8706.83,1005.88,2016.09,2084.16
2152.97,705.82,705.478,1046.05,3461.76,1655.03,1528.59,613.533,479.358,586.997,11668.2,1993.74,2169.45,1612.07
1783.96,459.398,786.831,6415.3,1155.82,2413.59,1619.22,422.42,921.764,1743.93,3183.56,1419.52,529.957,2622.72
240.923,405.461,620.051,1042.45,1175.43,1822.43,1491.36,554.663,358.597,1977.56,6243.47,709.706,1304.78,1053.12
205.906,54.7233,18.1699,110.156,134.792,311.835,161.377,89.2004,39.4082,202.331,1777.56,253.006,69.4301,198.103
787.247,181.303,132.454,1013.42,401.525,557.081,313.514,255.323,588.456,757.814,524.063,1015.03,625.61,1568.16
810.124,407.436,882.87,795.751,995.989,1914.87,1481.3,471.7,1421.99,990.285,7407.14,429.597,464.937,1649.01
335.943,619.564,525.861,2217.59,3117.44,1338.41,2743.6,369.521,326.282,956.463,8991.06,1624.28,500.4,723.588
1261.84,214.175,229.168,1466.38,8999.25,864.807,1133.9,227.562,754.74,493.853,1916.46,1281.08,1128.12,2130.65
1182.37,207.465,176.801,3986.8,984.966,1605.77,1635.54,478.751,1025.04,1484.29,635.248,1253.05,1323.43,727.483
1421.02,459.137,4542.2,1036.6,839.517,1477.86,864.176,23107.8,2971.94,2421.15,544.704,1641.5,2669.81,4267.58
1206.77,12499.9,491.708,250.58,1607.54,701.279,828.993,3780.46,71047.2,988.234,389.198,1502.49,667.58,720.027
556.607,257.794,114.306,622.087,632.014,729.442,5921.08,132.607,552.468,386.482,1074.01,504.929,355.057,256.116
2129.53,748.642,14775.1,879.597,208.245,583.956,316.393,5658.87,1188.96,927.418,983.457,1055.31,948.727,1176.75
516.042,168.908,347.997,725.793,673.349,1679.32,1742.68,396.75,497.798,965.444,4594.43,485.483,213.587,1153.42
1189.55,281.978,485.462,5738.91,915.625,2079.81,2342.01,729.509,916.047,2094.67,412.263,1508.79,1006.87,1290.5
281.976,344.862,670.386,4651.19,1414.4,1864.38,292.151,274.978,661.11,841.038,2105.31,504.891,1155.99,473.335
1517.78,498.702,814.527,2634.24,5455.57,5648.37,3113.94,262.682,1329.18,2022.11,2985.13,889.426,2462.08,414.26
522.1,215.283,1087.76,5597.11,773.167,2864.72,416.031,525.141,530.739,1505.64,1436.41,553.334,1641.89,771.67
1032.42,643.928,575.954,1348.9,13328.9,7552.11,1613.32,200.18,473.21,2411.31,2974.35,2713.65,1780.82,1099.94
574.081,559.52,1077.02,8614.22,2316.41,3289.05,2236.9,825.097,1842.23,804.768,1417.96,827.042,2460.82,3210.88
972.246,294.943,1193.25,1298.91,1925.73,983.532,1172.9,1001.99,1633.89,1962.76,10658.9,1897.3,741.207,2147.4
1280.23,877.145,1157.97,8252.24,1797.96,5213.41,2301,619.482,1455.63,2345.23,2267.55,2148.91,1019.63,2413.6
1242.36,303.643,598.875,5457.38,410.75,1712.56,738.09,120.002,1087.52,2082.67,2252.24,685.308,523.313,1492.27
781.644,202.19,474.395,405.796,847.418,1552.85,4487.75,269.296,266.551,690.99,1368.86,920.192,1047.48,459.592
101.487,22.6959,36.3051,382.2,104.723,132.315,105.37,8.42001,71.6211,89.8484,111.21,41.9947,111.122,77.6882
156.749,80.5343,388.649,800.508,361.409,322.191,473.902,226.089,734.345,1213.57,2518.1,375.622,387.191,951.133
287.523,178.233,1022.01,5652.01,1323.16,1665.71,1105.7,223.561,330.683,1965.34,4308.81,1729.66,2064.16,895.438
493.314,791.196,904.872,7160.72,3005.32,3138.24,3619.35,984.216,2232.68,3455.91,3693.69,683.257,1330.56,4588.67
669.782,204.188,360.475,356.33,1073.56,287.393,634.988,548.747,523.042,585.504,6805.46,1705.16,1328.14,1845.22
2246.83,438.691,678.865,1628.52,1960.77,2056.08,5124.31,981.926,1213.58,1928.05,10553.7,2237.43,1346.88,821.383
1327.87,388.298,633.042,2874.11,3168.57,1887.64,8101.74,394.915,434.207,1621.87,10310.7,633.685,1362.05,1749.27
2675.03,1439.33,798.719,10169.9,1758.77,3396.13,4702.48,1109.15,1289.2,4123.17,1864.21,4444.29,1630.6,1535.03
2022.17,283.079,946.995,13925.3,909.567,2612.58,1611.65,483.146,622.813,1193.96,2585.5,2055.95,854.277,3583.04
1888.43,373.185,442.896,587.785,1347.92,3183.25,3080.16,895.313,240.076,1941.58,13042.8,1600.25,535.152,2648.18
845.657,1045.96,218.385,3166.4,2251.2,1895.81,3843.74,974.244,709.619,575.305,12696.4,847.937,2234.92,3416.38
1663.81,727.724,430.024,3077.18,2671.07,2978.28,3946.3,249.712,1033.54,1731.19,11332.1,3433.23,1595.78,1816
1550.54,257.224,622.897,8871.4,1157.15,648.525,617.665,272.294,796.047,1679.23,2352.13,1870.42,1955.02,1815.47
953.098,463.16,270.227,4512.94,1248.75,953.837,1109.63,360.217,426.287,1242.54,2119.81,1209.14,1719.83,1299.53
1674.9,369.947,653.507,10511.8,258.326,2301.92,2101.99,276.931,928.887,2301.94,1717.81,1747.88,2863.25,1186.94
1005.06,1099.4,586.333,2164.23,2159.14,2018.56,1411.21,590.65,761.453,727.57,1244.2,3096.78,856.47,8747.95
1321.28,1884.65,656.998,866.047,17967.3,1537.89,2956.55,228.83,1333.34,2262.64,730.205,2670.19,2614.94,3234.17
388.822,134.465,72.6395,2037.87,168.12,558.884,80.4967,168.427,127.032,632.684,170.013,271.372,453.07,457.109
875.847,334.4,456.743,3926,1346.35,1133.9,1356.91,276.669,181.305,1080.6,633.843,1174.99,905.173,1936.27
460.393,122.407,225.746,1672.69,994.812,1511.81,669.116,187.233,534.392,639.341,6128.43,551.077,675.108,588.446
1574.11,132.196,1104.46,1731.73,3137.48,1451.89,1679.72,710.164,1015.32,3109.16,8701.72,507.24,936.888,1348.92
1590.68,340.712,781.051,608.74,12855.7,2214.39,1622.21,273.01,1321.2,2422.89,1611.2,885.405,1524.74,935.043
538.373,155.563,581.798,2540.58,10949.6,2459.76,3060.53,641.848,378.072,604.381,1462.04,1828.82,1495.24,1325.41
655.258,559.608,560.3,959.287,2112.27,2489.93,2496.01,138.544,772.419,1662.15,10115.2,962.762,1580.72,2194.52
15313.6,4422.8,10854.4,28241.5,8490.12,14394.7,12017,12675.5,1979.23,5830.71,14536.3,4956.35,10539.6,11687.2
891.301,170.961,517.31,2234.6,3298.4,1553.91,880.208,558.68,809.914,2210.57,13321,1232.52,1308.71,1067.95
815.685,423.433,605.003,7657.25,2364.28,2500.28,5116.74,340.989,2132.78,2040.78,2076.33,599.062,839.287,2626.1
1098.29,438.194,1110.42,12261.2,2639.39,3965.46,2354.07,926.08,1136.39,1190.01,3189.5,1684.19,3370.85,2226.01
1014.38,346.142,230.985,7946.08,1362.46,1972.54,1511.69,575.775,359.369,547.179,1518.44,1010.34,647.283,802.339
3006.66,472.007,478.085,3206.72,16468.7,2779.76,3480.92,953.632,1181.09,901.361,2071.59,1071.03,3260.16,2222.29
155.607,73.1345,85.6067,1716.55,433.431,249.018,494.975,58.0554,186.775,621.757,218.067,159.541,846.852,84.6297
1894.49,359.091,791.856,1720.14,1656.84,2098.77,782.91,629.142,1279.45,451.292,8600.94,1353.88,1229.14,3084.07
728.079,156.064,41.6808,2788.85,848.536,1216.2,786.441,446.31,277.357,1439.53,1102.75,756.014,556.944,880.247
722.029,112.659,346.895,1847,914.661,1340.21,1505.17,300.435,544.865,1107.92,5515.11,407.572,198.497,244.971
353.505,116.04,369.896,319.126,288.516,1395.89,1403.21,49.1248,705.004,705.563,6718.54,700.502,1019.24,546.839
309.832,176.59,370.733,2139.05,700.561,1396.65,1489.32,362.142,903.107,633.102,10071.5,472.54,454.611,1193.29
401.13,658.729,22893.4,307.256,256.001,524.206,389.113,5208.76,751.365,412.948,223.763,1474.3,1158.25,975.821
480.707,506.135,415.7,11707.2,2570.37,1359.45,1194.79,1155.93,526.659,579.762,2146.61,1429.93,3470.04,2659.69
732.531,237.907,1033.42,721.04,696.315,827.79,2554.7,358.412,689.014,1985.21,6302.11,1061.22,403.754,756.584
779.834,398.377,757.144,9496.59,2602.1,2248,781.37,541.026,1373.99,2802.47,3370.47,1551.17,2009.86,1345.6
2119,748.761,1371.52,2998.24,2637.66,552.159,3659.68,897.907,629.165,1506,13633.8,1249.37,1813.45,922.266
382.764,443.063,894.393,1313.13,2184.25,2493.79,816.802,669.915,1313.37,1171.33,10262.5,2883.2,738.094,1889.41
960.844,337.913,235.599,6785.49,2802.24,3595.47,1180.8,826.424,808.349,660.025,4711.6,1638.56,1631.4,2942.27
982.882,794.228,430.122,1305.99,2933.7,754.298,4244.29,1035.19,746.186,720.562,10695.6,606.613,1358.9,1671.42
1133.09,230.808,824.536,2576.36,1722.04,1757.59,12028.8,116.241,1254.79,556.494,3420.07,1732.46,1653.88,1347.87
1865.95,73924,493.402,724.567,325.695,1015.44,852.777,2907.38,1237.32,1074.77,352.055,1271.7,2045.51,635.41
2373.07,607.855,1301.48,10534.7,3840.08,3213.07,1086.88,767.781,812.509,2602.38,980.61,1343.22,2341.63,1363.7
2070.69,402.805,1514.93,2137.15,873.317,694.463,2106.98,436.556,1751.47,2539.36,11476.7,1434.33,1861.97,2097.29
1617.18,316.278,1637.82,2891.18,1291.3,3455.75,4006.28,412.956,2988.55,2882.71,13806.3,2571.09,724.078,2271.47
1251.64,806.029,342.74,11560.7,3089.68,2944.8,4760.38,753.707,1083.64,397.792,5861.83,1552.34,927.226,3919.53
286.018,315.594,144.95,3504.72,948.992,859.925,423.729,352.266,1020.52,2102.36,2141.03,1143.1,333.107,1685.7
959.261,369.657,343.324,6053.08,527.71,569.512,1071.27,599.963,1246.96,2937.18,2375.26,780.565,1972.52,776.733
2474.58,475.63,367.441,6827.36,1949.07,2031.55,2484.99,163.207,2187.85,2837.64,1783.04,2588.29,2742.37,1103.97
601.852,336.775,166.98,5692.82,1437.13,2270.55,684.937,250.547,1404.41,1951.75,1645.35,877.679,1942.27,411.942
510.668,463.984,424.368,4166.28,1465.98,1608.47,743.143,196.194,1278.85,520.304,2244.86,967.127,391.307,1450.46
210.165,460.708,494.102,5800.78,1171.15,1517.03,523.336,210.959,811.269,682.701,1240.52,1066.51,2250.9,2015.87
1033.11,396.269,588.896,1035.63,1028.3,1172.77,1468.1,561.299,766.13,440.074,7695.46,1012.06,964.611,1550.29
1856.66,701.989,304,8511.67,1068.41,3063.04,2543.75,308.263,886.066,520.946,2962.93,1548.22,1479.65,848.412
724.287,1181.73,1188.2,11347.3,2479.56,1929.19,1965.99,266.037,564.207,784.949,5919.1,1675.61,1522.11,2286.77
2190.99,515.613,1710.27,6229.16,1844.24,3091.08,3111.42,350.718,1049.1,2014.75,1187.05,1703.09,2397.36,1930.16
499.993,190.484,1194.6,3432.88,1687.96,3373.62,4218.48,1010.63,1171.7,2348.65,13043.2,3216.83,1326.92,1888.08
612.885,312.163,274.288,5945.53,1172.3,646.414,781.747,375.438,166.437,1574.44,1567.83,1583.38,451.253,1465.9
1006.43,522.118,1069.47,10498,3335.17,3178.55,849.551,450.307,1603.29,1884.18,6634.21,2626.95,2231.36,674.452
1779.71,370.866,1055.84,9720.24,2248.35,4051.11,1923.62,1139.4,1053.1,2073.51,3156.46,2532.35,1195.77,621.666
860.073,904.162,351.732,2053.4,3261.87,811.72,1999.89,952.75,676.809,1097.5,7212.79,563.982,1809.65,388.681
956.312,330.689,520.057,578.871,1536.97,662.704,3850.29,556.089,881.029,1940.49,10081.1,1051.92,407.682,2149.8
1048.8,235.966,614.085,493.119,1273.99,1738.69,3619.63,770.176,1013.84,421.65,10469,1728.31,685.405,741.374
732.405,608.891,708.647,910.75,304.849,1617.53,922.507,695.506,324.253,1483.6,3701.15,525.453,245.843,1796.61
972.27,425.993,598.416,902.188,1229.99,1885.14,1832.15,516.823,1060.88,727.038,6952.19,1318.82,1137.21,483.895
1443.98,475.563,586.392,495.492,1828.09,1862.89,3979.45,639.947,995.387,1166.29,10452.3,2232.8,1564.05,2113.41
1016.69,392.838,598.32,6629.86,786.958,1219.56,771.949,65.4767,454.374,1884.42,615.553,882.101,865.22,1219.67
3438.65,2008.19,1783.52,9647.32,3863.81,3679.45,3878.88,2983.58,4080.35,4613.3,2292.39,1561.96,3329.15,6362.44
3393.1,1045.09,8843.44,1707.17,293.85,2265.65,709.587,39180.7,2817.64,3531.51,768.862,2643.21,4039.26,4556.96
1220.83,143.065,599.669,5219.75,1389.1,434.952,332.661,213.36,1143.95,944.132,937.949,1479.95,1468.85,637.789
2614.97,810.257,1481.82,13515.6,3411,2136.21,815.963,1255.89,2134.64,3200.56,1487.39,2901.09,962.796,3224.82
2451.45,588.254,433.291,6409.41,1879.74,2775.22,2116.77,507.812,2170.82,1979.98,1164.28,1508.11,2571.95,1159.91
608.371,697.558,1724.5,5674.48,1299.31,1254.29,1142.51,220.067,1326.21,2600.6,1194.11,739.722,2206.77,1405.49
1890.45,262.583,422.833,2052.86,19242.4,4082.12,2018.38,990.259,1982.85,2016.42,3294.16,2260.72,1955.74,1847.22
2870.03,821.086,843.722,4160.14,5434.08,2022.21,2602.4,1320.52,1162.75,1727.09,19754.9,2981.53,1248.96,2652.6
653.361,191.577,486.01,3343.56,587.409,770.929,842.941,223.966,558.393,1133.53,1152.59,639.712,933.717,505.3
282.922,345.333,842.966,2067.11,1037.69,1169.47,15657.5,762.651,1215.85,1423.78,3561.72,1539.62,2372.89,2603.52
702.759,174.337,176.947,1146.69,7110.03,724.729,2120.48,164.307,362.34,312.8,842.086,491.657,1847.75,339.083
4678.26,27704.4,5992.23,1873.06,1074.75,2599.2,2386.33,5855.94,5170.4,1102.03,2149.47,3598.59,43298.1,1127.26
1594.23,229.257,221,11948.7,1169.59,2071.08,227.427,407.085,1674.72,1716.2,2255.47,1955.1,1684.92,2167.26
4288.3,1933.15,1181.9,14301.5,867.467,802.719,1091.22,359.849,3112.09,2504.08,1507,2000.49,6593.02,1508.25
249.929,105.559,593.82,302.568,1188.52,887.386,1836.67,237.78,634.035,1398.52,5742.24,268.636,1188.44,629.892
1213.57,689.668,701.523,12627.3,2510.21,1842.5,2343.8,424.857,432.3,3226.58,1077.7,3179.91,2254.64,2246.41
838.22,168.842,753.546,824.579,1234.53,1492.66,2826.58,514.443,153.974,1829.1,7807.3,1564.1,1394.21,1792.94
1292.5,280.708,523.662,2104.24,1263.26,1415.93,2235.8,606.432,450.746,2094.65,11393.9,1405.15,683.503,2396.53
