505.853,952.711,734.899,546.373,195.051,480.185,143.688,463.182,1081.28,352.616,1772.21,2519.25,1330.28,1527.62,1452.04,464.062,573.398,722.907,347.495,312.378,168.552,717.89,115.301,400.377,100.499,232.06,635.834,907.789,269.832,579.295,577.983,370.842,92.0553,368.096,414.702,3720.96,3303.26,2089.27,725.881,3925.82,1105.24,512.862,664.094,492.024,742.708,386.988,205.929,1069.39,790.925,395.553,125.255,96.6667,453.671,524.056,334.794,799.154,661.105,1172.8,798.213,1046.29,531.598,503.903,286.983,366.494,471.066,412.022,980.79,497.024,998.493,486.14
75.6879,393.592,82.2162,313.106,356.778,158.162,269.966,178.531,66.7535,168.318,58.1141,455.114,149.147,416.756,464.747,1468.72,903.809,1397.85,1758.11,1489.15,300.002,409.329,267.799,128.332,715.272,467.088,345.654,104.131,422.655,130.752,528.562,639.073,386.189,717.522,666.767,345.126,373.927,475.147,430.275,236.174,438.342,137.903,70.7715,383.581,208.383,460.87,431.94,262.783,425.691,517.814,414.518,94.916,443.933,490.324,494.194,292.483,408.089,561.549,428.26,262.713,350.53,396.946,182.011,278.907,486.44,203.94,472.123,509.5,154.418,122.719
205.362,76.4512,67.8636,404.308,356.073,40.8724,100.392,251.068,39.0627,41.9979,137.842,355.56,210.833,249.127,48.309,316.039,232.958,820.482,123.57,494.001,204.195,649.15,101.517,93.1185,491.554,78.9267,216.017,146.98,488.595,221.954,252.429,239.749,595.834,743.696,771.311,285.772,149.916,297.341,137.982,432.285,50.6931,136.074,335.842,414.438,56.183,413.97,67.3843,180.086,440.957,432.082,652.017,1539.2,508.605,1443.06,1699.01,412.986,220.005,71.1166,185.137,245.235,368.682,363.499,168.403,263.423,137.536,169.893,364.277,57.7427,218.616,228.358
252.971,154.741,189.449,144.883,285.678,145.682,173.149,76.9009,25.3718,178.455,141.866,181.006,129.491,26.8152,216.483,719.891,127.809,593.475,346.86,515.999,171.976,437.809,338.054,54.1225,127.494,284.425,81.5062,419.432,303.981,332.56,166.967,252.466,160.166,414.819,287.189,170.408,67.0008,92.8406,82.2479,213.084,79.3476,249.205,169.563,32.5469,81.7804,243.409,200.908,242.121,187.954,347.976,1083.15,571.378,797.22,1393.53,928.565,308.478,126.637,282.942,178.195,222.429,37.6107,131.667,109.497,95.3047,271.585,325.332,149.779,287.078,86.2243,104.058
115.051,59.7117,147.621,195.398,108.44,203.72,142.399,170.325,41.1967,69.9698,30.4019,104.486,100.916,207.031,96.0822,454.745,264.79,577.136,716.334,207.937,105.179,228.08,193.877,402.838,162.874,239.473,380.135,282.188,315.189,183.417,382.509,56.105,302.202,254.741,434.723,33.26,149.729,124.007,34.2711,151.792,248.56,94.2607,76.9962,104.023,141.082,231.273,245.735,106.306,183.482,67.1978,904.23,641.363,290.433,687.637,323.114,234.305,117.854,146.708,64.3048,239.65,98.724,79.3793,27.4861,240.605,94.2616,238.268,229.716,249.939,43.145,220.681
483.516,337.097,364.697,131.995,53.9157,222.096,34.7729,230.073,323.32,274.179,110.304,383.911,327.41,401.437,204.208,705.141,347.5,252.082,740.03,373.49,76.8132,708.631,488.983,627.271,680.833,408.265,363.77,187.778,523.161,258.879,396.978,566.041,577.401,490.352,280.153,264.419,121.792,275.054,282.182,312.653,116.912,176.454,242.605,424.67,84.017,157.543,209.266,425.754,167.213,334.036,1494.78,2010.69,1580.28,972.057,1381.52,81.3094,190.89,91.6142,375.448,486.745,246.027,182.589,141.171,278.679,412.65,287.339,292.69,132.126,80.5907,263.745
294.309,384.407,391.408,169.294,383.974,34.2849,83.437,140.274,150.242,42.5794,307.382,487.707,430.352,159.531,98.1938,862.344,459.888,660.669,1073.61,1161.83,449.716,239.554,77.2174,552.04,363.393,310.507,591.359,479.439,470.336,256.821,150.466,469.935,596.473,199.503,442.893,406.463,103.838,159.809,440.353,364.904,316.856,283.471,111.28,220.979,166.127,450.715,512.844,191.784,334.636,430.358,534.163,505.307,643.913,150.642,479.623,357.84,187.531,139.399,330.294,123.759,165.161,399.474,394.967,174.248,414.124,356.009,160.508,79.5631,533.638,244.048
107.77,481.748,458.748,211.533,358.912,247.971,297.825,329.052,314.113,403.252,309.186,106.114,340.675,137.562,163.566,1125.88,262.325,832.623,835.861,762.685,659.752,788.66,149.343,632.598,665.738,314.791,285.427,153.91,537.905,665.426,790.333,97.3449,263.173,376.867,204.956,351.626,83.1101,102.269,383.923,329.913,163.981,80.4442,233.85,44.3036,332.347,336.787,470.851,432.693,75.6246,398.575,1366,752.893,1814.23,2408.45,1239.52,168.652,416.284,66.0599,138.437,122.116,122.815,220.149,339.654,114.777,267.716,170.742,244.598,196.559,102.783,234.636
81.3025,311.287,242.236,334.327,145.084,122.903,37.1934,103.563,236.171,132.973,44.606,384.149,95.9939,95.9063,321.178,1060.32,517.532,1091.84,782.736,731.327,175.026,179.798,215.287,90.829,96.6612,171.614,66.1791,533.459,239.876,373.644,408.763,383.598,246.098,303.162,113.428,351.275,147.886,53.2072,46.3176,131.12,131.516,402.745,232.776,105.559,363.72,88.5472,167.41,59.0579,333.831,380.682,486.224,61.1959,607.615,496.947,308.262,114.542,138.578,206.666,124.645,219.416,66.0387,117.441,49.3967,142.907,170.032,151.443,180.791,332.854,395.697,277.604
69.4935,471.991,567.45,152.488,271.181,257.445,403.526,171.572,171.459,112.807,471.231,453.884,134.449,451.961,332.018,815.759,768.598,930.282,290.772,675.345,983.147,997.37,765.449,1014.89,1299.86,763.714,614.341,981.705,431.646,1130.26,695.867,1671.56,1676.74,1773.15,1997.94,529.196,726.691,407.663,529.724,590.522,579.316,624.784,581.965,320.284,534.19,125.213,319.639,549.707,117.075,551.819,1160.81,1000.94,1625.66,547.831,925.112,695.099,552.449,123.164,469.317,481.093,449.156,661.981,414.767,543.799,431.35,393.131,281.682,91.5365,402.072,502.914
