,MHC class II cell,PSC cell,acinar cell,alpha cell,beta cell,co-expression cell,delta cell,ductal cell,endothelial cell,epsilon cell,gamma cell,mast cell,unclassified cell,unclassified endocrine cell
D4,0.007933384,0.131628,0.04232758,0.1342172,0.3065354,0.03115634,0.03687916,0.1932721,0.009498515,0.009771821,0.07434786,0.006837396,0.008169688,0.007425552
