,MHC class II cell,PSC cell,acinar cell,alpha cell,beta cell,co-expression cell,delta cell,ductal cell,endothelial cell,epsilon cell,gamma cell,mast cell,unclassified cell,unclassified endocrine cell
D2,0.010343553,0.0916763499999999,0.07785599,0.1721778,0.2093689999999999,0.02707793,0.0519664799999999,0.2234275999999999,0.009474268,0.01013608,0.0887538299999999,0.009029453,0.010191129,0.008520472
